,Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,pose.position.x,pose.position.y,pose.position.z,pose.orientation.x,pose.orientation.y,pose.orientation.z,pose.orientation.w,data
439,1731012324.7909863,4608274,1731012324,790237069,,-0.0469707802110277,0.0331801632555944,0.0120156111146858,1.6859970741635163e-05,2.2864319171333145e-05,0.9030651221529578,0.4295036488131712,begin_weld
440,1731012324.850978,4608275,1731012324,850236341,,-0.0463136245940217,0.0332869004184494,0.0119308758484572,2.8375773571443944e-05,-9.61625987390707e-05,0.9030684424472002,0.4294966568013748,begin_weld
441,1731012324.910976,4608276,1731012324,910234061,,-0.0459298484480692,0.0324139933110085,0.012036819793688,-0.0001118564339477,-5.160524311247489e-05,0.9029971942478108,0.4296464267343775,begin_weld
442,1731012324.9712465,4608277,1731012324,970232363,,-0.0454077680342464,0.0322179046200996,0.0121191058792725,-0.0001808010657853,-6.744274602980245e-05,0.9030023046540836,0.4296356602423316,begin_weld
443,1731012325.0313234,4608278,1731012325,30257624,,-0.0448278613655549,0.0328346672391556,0.0120383828216059,-8.125471082294665e-05,-8.464426335134869e-05,0.9030422404620336,0.4295517409746252,begin_weld
444,1731012325.090139,4608279,1731012325,89245810,,-0.0443737001562245,0.0328751148491421,0.0119859370059899,-5.543631119017525e-05,-9.02841004016264e-05,0.903014430197316,0.4296102042910679,begin_weld
445,1731012325.150649,4608280,1731012325,149288387,,-0.0440472682147203,0.0319412531792131,0.0120975847853391,-0.0001830654568145,2.67694386151619e-05,0.9029315768192824,0.4297842870011421,begin_weld
446,1731012325.2111008,4608281,1731012325,210231867,,-0.0435122167864631,0.0316675972930438,0.0121545172317417,-0.0002678447053181,-7.448532751408005e-05,0.9029423608112328,0.4297615801392527,begin_weld
447,1731012325.271222,4608282,1731012325,270237772,,-0.0429798193866649,0.0324236685451585,0.0119741112212024,4.075137610829456e-05,-6.965626913273678e-05,0.9031100722677552,0.4294091182728416,begin_weld
448,1731012325.3312917,4608283,1731012325,330232566,,-0.0425241979491066,0.0324876472964737,0.0119317895500005,8.200283435226095e-05,-1.1393204905789418e-05,0.9030723028325502,0.4294885435054636,begin_weld
449,1731012325.3911526,4608284,1731012325,390234187,,-0.0422195534409413,0.0315674204617967,0.0120440454481451,-5.287354807637151e-05,6.362139654683303e-05,0.9029581693856024,0.4297284462268088,begin_weld
450,1731012325.4510086,4608285,1731012325,450234324,,-0.0417863049162788,0.0311681247332029,0.0120565335817853,-9.48766110640762e-05,-2.982753791956268e-05,0.9029431842151368,0.4297599285510181,begin_weld
451,1731012325.5113642,4608286,1731012325,510268306,,-0.0411050553815109,0.0318346364275778,0.0119725278866389,1.977415338127521e-05,-7.028903969534455e-05,0.903093916392109,0.4294430961652499,begin_weld
452,1731012325.5707877,4608287,1731012325,570234383,,-0.0406410325414339,0.0319426362288975,0.0119471743637245,6.79064836688978e-05,2.695902959845309e-05,0.9030568888344722,0.4295209543090113,begin_weld
453,1731012325.6304524,4608288,1731012325,629281253,,-0.0403093899112274,0.0310948320961174,0.0120454744349382,-7.67426909947764e-05,1.312186197556225e-05,0.9029638614232344,0.4297164866537219,begin_weld
454,1731012325.6912055,4608289,1731012325,690232662,,-0.0399781196868855,0.0306901884466388,0.0119927189070501,2.0828450416705565e-05,-1.2955917350063608e-05,0.9030104463687012,0.4296185903185741,begin_weld
455,1731012325.750842,4608290,1731012325,750246523,,-0.0392858645114258,0.0312392021572302,0.0119516897380744,8.254367537726969e-05,-3.699111900987232e-05,0.903117399188079,0.4293937064070208,begin_weld
456,1731012325.81137,4608291,1731012325,810232674,,-0.0387753531651547,0.031414804466715,0.0119310561395569,0.0001282430578597,5.085543749790456e-05,0.9031003552425996,0.4294295394219325,begin_weld
457,1731012325.8711662,4608292,1731012325,870233894,,-0.0384724916676726,0.030569077524877,0.0120169026251746,-1.5203041825384124e-05,3.4501686519567134e-05,0.9029977318349168,0.4296453128797017,begin_weld
458,1731012325.9310544,4608293,1731012325,930232611,,-0.0381034765500764,0.0299452086837569,0.0120696016568283,-0.0001272096037282,5.79972031556616e-06,0.9029709978833927,0.4297014786634434,begin_weld
459,1731012325.9915435,4608294,1731012325,990304216,,-0.0373710092003788,0.0304651488284847,0.0120329347364648,-8.942028172029951e-05,-0.0001089791244826,0.9030592074415924,0.4295160625430982,begin_weld
460,1731012326.0513406,4608295,1731012326,50236226,,-0.0368756496990906,0.0306198087859213,0.012016457953915,-1.945481093750162e-05,5.002163464398176e-05,0.903027466859219,0.4295828106630531,begin_weld
461,1731012326.110585,4608296,1731012326,109246927,,-0.0366582298055457,0.0299290809944401,0.012008187598968,8.958703937149828e-07,4.958148548060998e-05,0.9029934054668052,0.4296544044046748,begin_weld
462,1731012326.1708758,4608297,1731012326,170232262,,-0.0363694697575924,0.0293224516555898,0.0119970145212945,1.5614144572465277e-05,7.730911501675647e-05,0.9030293964211168,0.4295787506136825,begin_weld
463,1731012326.2310662,4608298,1731012326,230235659,,-0.0355725298848867,0.0298704747546838,0.0119671162150898,4.832226188980997e-05,-0.0001358610922969,0.9031457058403124,0.4293341510163463,begin_weld
464,1731012326.2913065,4608299,1731012326,290231063,,-0.0350906797968966,0.0299734050452607,0.0119551210700474,0.0001115445831578,6.321710857632698e-05,0.903084554783866,0.4294627695996824,begin_weld
