5.3988E+02,-0.007929,0.004957,0.02193,0.0
5.3988E+02,-0.007982,0.004991,0.02193,0.0
5.4071E+02,-0.007982,0.004991,0.00923,2000.0
5.4074E+02,-0.007725,0.005355,0.00923,2000.0
5.4078E+02,-0.007352,0.005879,0.00923,2000.0
5.4082E+02,-0.006919,0.006365,0.00923,2000.0
5.4085E+02,-0.006618,0.006694,0.00923,2000.0
5.4090E+02,-0.006133,0.007127,0.00923,2000.0
5.4092E+02,-0.005795,0.007416,0.00923,2000.0
5.4097E+02,-0.005264,0.007793,0.00923,2000.0
5.4100E+02,-0.004894,0.008039,0.00923,2000.0
5.4104E+02,-0.004325,0.008353,0.00923,2000.0
5.4107E+02,-0.003927,0.008552,0.00923,2000.0
5.4111E+02,-0.003323,0.008802,0.00923,2000.0
5.4114E+02,-0.002905,0.008949,0.00923,2000.0
5.4119E+02,-0.002278,0.009130,0.00923,2000.0
5.4122E+02,-0.001844,0.009225,0.00923,2000.0
5.4126E+02,-0.001202,0.009334,0.00923,2000.0
5.4129E+02,-0.000758,0.009376,0.00923,2000.0
5.4133E+02,-0.000106,0.009412,0.00923,2000.0
5.4136E+02,0.000335,0.009397,0.00923,2000.0
5.4141E+02,0.000985,0.009362,0.00923,2000.0
5.4144E+02,0.001424,0.009293,0.00923,2000.0
5.4148E+02,0.002068,0.009184,0.00923,2000.0
5.4151E+02,0.002496,0.009062,0.00923,2000.0
5.4155E+02,0.003115,0.008883,0.00923,2000.0
5.4160E+02,0.003714,0.008635,0.00923,2000.0
5.4163E+02,0.004123,0.008462,0.00923,2000.0
5.4167E+02,0.004693,0.008147,0.00923,2000.0
5.4170E+02,0.005078,0.007925,0.00923,2000.0
5.4174E+02,0.005610,0.007548,0.00923,2000.0
5.4177E+02,0.005965,0.007280,0.00923,2000.0
5.4181E+02,0.006453,0.006844,0.00923,2000.0
5.4184E+02,0.006771,0.006535,0.00923,2000.0
5.4189E+02,0.007203,0.006052,0.00923,2000.0
5.4192E+02,0.007483,0.005705,0.00923,2000.0
5.4196E+02,0.007861,0.005171,0.00923,2000.0
5.4199E+02,0.008094,0.004794,0.00923,2000.0
5.4203E+02,0.008410,0.004224,0.00923,2000.0
5.4206E+02,0.008596,0.003819,0.00923,2000.0
